"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 28 16:57:41 GMT 2024","Sun Apr 28 16:57:41 GMT 2024","134","chromium","","","","","get Text",""
"passed","Sun Apr 28 16:57:40 GMT 2024","Sun Apr 28 16:57:41 GMT 2024","570","chromium","","","","","has title",""
