"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 26 03:21:23 GMT 2024","Fri Apr 26 03:21:23 GMT 2024","150","chromium","","","","","get Text",""
"passed","Fri Apr 26 03:21:22 GMT 2024","Fri Apr 26 03:21:23 GMT 2024","556","chromium","","","","","has title",""
