"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Apr 26 07:18:37 GMT 2024","Fri Apr 26 07:18:37 GMT 2024","139","chromium","","","","","get Text",""
"passed","Fri Apr 26 07:18:36 GMT 2024","Fri Apr 26 07:18:37 GMT 2024","383","chromium","","","","","has title",""
