"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 25 07:45:12 GMT 2024","Thu Apr 25 07:45:13 GMT 2024","664","chromium","","","","","has title",""
"failed","Thu Apr 25 07:45:24 GMT 2024","Thu Apr 25 07:45:29 GMT 2024","5303","chromium","","","","","get Text",""
