"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 25 10:30:18 GMT 2024","Thu Apr 25 10:30:19 GMT 2024","582","chromium","","","","","has title",""
"passed","Thu Apr 25 10:30:19 GMT 2024","Thu Apr 25 10:30:19 GMT 2024","154","chromium","","","","","get Text",""
