"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 01 04:58:12 GMT 2024","Wed May 01 04:58:12 GMT 2024","610","chromium","","","","","has title",""
"passed","Wed May 01 04:58:12 GMT 2024","Wed May 01 04:58:12 GMT 2024","154","chromium","","","","","get Text",""
