"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 25 08:24:41 GMT 2024","Thu Apr 25 08:24:41 GMT 2024","143","chromium","","","","","get Text",""
"passed","Thu Apr 25 08:24:39 GMT 2024","Thu Apr 25 08:24:41 GMT 2024","1342","chromium","","","","","has title",""
