"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 01 07:32:21 GMT 2024","Wed May 01 07:32:22 GMT 2024","454","chromium","","","","","has title",""
"failed","Wed May 01 07:32:33 GMT 2024","Wed May 01 07:32:38 GMT 2024","5280","chromium","","","","","get Text",""
