"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 01 09:08:49 GMT 2024","Wed May 01 09:08:50 GMT 2024","586","chromium","","","","","has title",""
"passed","Wed May 01 09:08:50 GMT 2024","Wed May 01 09:08:50 GMT 2024","342","chromium","","","","","get Text",""
