"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 01 07:56:06 GMT 2024","Wed May 01 07:56:07 GMT 2024","425","chromium","","","","","has title",""
"passed","Wed May 01 07:56:07 GMT 2024","Wed May 01 07:56:07 GMT 2024","157","chromium","","","","","get Text",""
