"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri May 03 16:57:27 GMT 2024","Fri May 03 16:57:27 GMT 2024","152","chromium","","","","","get Text",""
"passed","Fri May 03 16:57:27 GMT 2024","Fri May 03 16:57:27 GMT 2024","487","chromium","","","","","has title",""
