"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed May 01 07:16:53 GMT 2024","Wed May 01 07:16:53 GMT 2024","562","chromium","","","","","has title",""
"failed","Wed May 01 07:17:05 GMT 2024","Wed May 01 07:17:10 GMT 2024","5266","chromium","","","","","get Text",""
