"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 28 17:11:37 GMT 2024","Sun Apr 28 17:11:37 GMT 2024","503","chromium","","","","","has title",""
"passed","Sun Apr 28 17:11:37 GMT 2024","Sun Apr 28 17:11:37 GMT 2024","148","chromium","","","","","get Text",""
