"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 28 17:10:18 GMT 2024","Sun Apr 28 17:10:19 GMT 2024","330","chromium","","","","","get Text",""
"passed","Sun Apr 28 17:10:18 GMT 2024","Sun Apr 28 17:10:18 GMT 2024","690","chromium","","","","","has title",""
